ts_entry,ts_exit,symbol,setup,side,entry,sl,tp,pnl_usdt,risk_usdt,r_multiple,exit_reason,partial
2025-06-25T13:15:00+00:00,2025-06-25T15:15:00+00:00,BTCUSDT,V3_TREND_BREAKOUT,LONG,107745.4458,107093.65447858008,108723.13278212989,-1.4498726151818875,1.2098726151818875,-1.198367990967313,SL,0
2025-06-25T22:30:00+00:00,2025-06-26T00:15:00+00:00,ADAUSDT,V3_TREND_BREAKOUT,SHORT,0.56481745,0.5692004680979513,0.5582429228530732,-1.7920122821811806,1.5520122821811806,-1.1546379514875402,SL,0
2025-06-26T12:00:00+00:00,2025-06-26T13:05:00+00:00,ADAUSDT,V3_TREND_BREAKOUT,SHORT,0.5620188500000001,0.5661172443171597,0.5558712585242607,1.947681596707797,1.4584543978052111,1.3354422322966084,TP,0
2025-06-26T12:45:00+00:00,2025-06-26T14:45:00+00:00,ADAUSDT,V3_TREND_BREAKOUT,SHORT,0.557721,0.5628408840250729,0.5500411739623907,-0.5552113691254097,1.8360018808948946,-0.3024023966984127,TIMEOUT,0
2025-06-26T14:30:00+00:00,2025-06-26T15:25:00+00:00,BTCUSDT,V3_TREND_BREAKOUT,LONG,107631.68895,106918.59268858936,108701.33334211595,-1.5650674933511566,1.3250674933511566,-1.1811228493674906,SL,0
