ts_entry,ts_exit,symbol,setup,side,entry,sl,tp,pnl_usdt,risk_usdt,r_multiple,exit_reason,partial
2025-08-26T00:00:00+00:00,2025-08-26T00:45:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,SHORT,109759.8926,109759.8926,109759.8926,-0.12,0.0,,PARTIAL_TP,1
2025-08-26T00:00:00+00:00,2025-08-26T01:20:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,SHORT,109759.8926,109759.8926,108618.27224211647,-0.12,0.0,,SL,0
2025-08-26T02:30:00+00:00,2025-08-26T04:30:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,SHORT,109545.89964999999,110270.92574703321,108458.36050445016,-1.1285779414017778,1.323693719892174,-0.8525974887103868,TIMEOUT,0
2025-08-29T07:15:00+00:00,2025-08-29T09:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,SHORT,110329.0079,111391.26970408863,108735.61519386705,0.9702128220079875,1.9256255889683025,0.5038429212647725,TIMEOUT,0
2025-08-29T13:45:00+00:00,2025-08-29T15:45:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,SHORT,109173.48595,110733.24980616783,106833.84016574826,1.2257147622206304,2.8574041445963965,0.42896093803831187,TIMEOUT,0
2025-08-29T17:00:00+00:00,2025-08-29T19:00:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,SHORT,108349.89795,109037.20041862655,107318.94424706016,0.3292630188582447,1.2686721106903567,0.25953358325113174,TIMEOUT,0
2025-08-29T20:00:00+00:00,2025-08-29T22:00:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,SHORT,108003.07145,108830.85986825667,106761.388822615,-0.8531835799749267,1.532897920666798,-0.5565821236183808,TIMEOUT,0
2025-08-30T00:15:00+00:00,2025-08-30T01:45:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,SHORT,108235.6551,108235.6551,108235.6551,-0.12,0.0,,PARTIAL_TP,1
2025-08-30T00:15:00+00:00,2025-08-30T01:50:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,SHORT,108235.6551,108235.6551,107768.74841301778,0.31137973946833647,0.0,,TP,0
2025-08-30T00:45:00+00:00,2025-08-30T01:45:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,SHORT,108189.77805,108189.77805,108189.77805,-0.12,0.0,,PARTIAL_TP,1
2025-08-30T00:45:00+00:00,2025-08-30T01:50:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,SHORT,108189.77805,108189.77805,107793.2119211735,0.24654676252614466,0.0,,TP,0
2025-08-30T01:15:00+00:00,2025-08-30T01:50:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,SHORT,108148.6986,108148.6986,108148.6986,-0.12,0.0,,PARTIAL_TP,1
