ts_entry,ts_exit,symbol,setup,side,entry,sl,tp,exit_price,qty,pnl_usdt,risk_usdt,r_multiple,risk_status,exit_reason,partial
2025-09-25T00:45:00+00:00,2025-09-25T01:25:00+00:00,ETHUSDT,V3_TREND_BREAKOUT,SHORT,4133.09242,4155.614733622079,4099.308949566881,4099.308949566881,0.04838991720393226,1.39477933712012,1.0898528914134133,1.2797867933453406,ok,TP,0
2025-09-25T00:45:00+00:00,2025-09-25T02:20:00+00:00,ADAUSDT,V3_TREND_BREAKOUT,SHORT,0.8079958,0.8135763065080117,0.7996250402379825,0.7996250402379825,247.52603912050037,1.8319810083214565,1.3813206722143043,1.3262532337148971,ok,TP,0
2025-09-25T00:45:00+00:00,2025-09-25T02:15:00+00:00,LINKUSDT,V3_TREND_BREAKOUT,SHORT,21.421284,21.56313311088242,21.208510333676372,21.208510333676372,9.33650849314168,1.7465631427474442,1.324375428498296,1.3187825031817941,ok,TP,0
2025-09-25T01:15:00+00:00,2025-09-25T01:40:00+00:00,ETHUSDT,V3_TREND_BREAKOUT,SHORT,4118.689625,4141.914744806793,4083.85194528981,4083.85194528981,0.04855913365892435,1.451687545413916,1.1277916969426107,1.2871947446938752,ok,TP,0
2025-09-25T01:30:00+00:00,2025-09-25T02:30:00+00:00,ETHUSDT,V3_TREND_BREAKOUT,SHORT,4094.6016749999994,4123.491548749164,4051.2668643762518,4123.491548749164,0.04884480002563376,-1.6511201060437688,1.4111201060437688,-1.1700776560209794,ok,SL,0
2025-09-25T01:30:00+00:00,2025-09-25T02:15:00+00:00,SOLUSDT,V3_TREND_BREAKOUT,SHORT,210.13488,212.12875628566687,207.1440655714997,207.1440655714997,0.9517696443351051,2.6065663848860314,1.8977109232573455,1.3735318445719666,ok,TP,0
2025-09-25T01:30:00+00:00,2025-09-25T02:30:00+00:00,ADAUSDT,V3_TREND_BREAKOUT,SHORT,0.8047974,0.8106593824337106,0.7960044263494341,0.8106593824337106,248.5097491617145,-1.6967597841918005,1.4567597841918005,-1.1647491937959766,ok,SL,0
2025-09-25T01:30:00+00:00,2025-09-25T03:20:00+00:00,DOGEUSDT,V3_TREND_BREAKOUT,SHORT,0.23868060000000002,0.24075787354108658,0.2355646896883702,0.2355646896883702,837.9399079774392,2.370945599793056,1.7406303998620374,1.3621189196632308,ok,TP,0
2025-09-25T01:30:00+00:00,2025-09-25T02:30:00+00:00,LINKUSDT,V3_TREND_BREAKOUT,SHORT,21.345322000000003,21.50345242150462,21.10812636774308,21.50345242150462,9.36973450201407,-1.7216400661898281,1.4816400661898281,-1.1619826606182309,ok,SL,0
2025-09-25T01:45:00+00:00,2025-09-25T02:30:00+00:00,SOLUSDT,V3_TREND_BREAKOUT,SHORT,208.745575,210.56813083669064,206.01174124496404,210.56813083669064,0.9581041418482763,-1.9861982958830526,1.7461982958830526,-1.1374414352401094,ok,SL,0
