ts_entry,ts_exit,symbol,setup,side,entry,sl,tp,pnl_usdt,risk_usdt,r_multiple,exit_reason,partial
2025-07-23T12:10:00+00:00,2025-07-23T14:10:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,117186.37895650654,121056.0251902402,-1.9944012112573744,2.6072656492956026,-0.7649397796485357,TIMEOUT,0
2025-07-23T12:10:00+00:00,2025-07-23T13:45:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,117415.30776510382,120712.63197734428,-2.461650154533724,2.2216501545337244,-1.1080278096487115,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T14:10:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,117240.5232260334,120974.80878594989,-1.9944012112573744,2.5160631946545577,-0.7926673763578482,TIMEOUT,0
2025-07-23T12:10:00+00:00,2025-07-23T12:50:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,118161.03859119484,119594.03573820775,-1.2055157115849418,0.9655157115849416,-1.2485718224160518,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T12:40:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,118336.94583468093,119330.17487297862,-0.9092115498469889,0.6692115498469889,-1.3586309890420667,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T12:40:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,118393.9113260911,119244.72663586336,-0.8132569328239776,0.5732569328239776,-1.4186604404724985,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T12:40:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,118416.51244060803,119210.82496408795,-0.7751868445287632,0.5351868445287632,-1.448441516179872,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T12:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,118808.10869485032,118845.04431727549,-0.11556875516814784,0.12443124483185215,-0.9287760105937984,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T12:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,118897.84378807529,118979.64695711294,0.035584097037192675,0.27558409703719267,0.12912246178120454,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T12:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,119244.41290698189,119499.50063547282,0.6193569436056334,0.8593569436056334,0.7207214047831816,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T12:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,119275.01769934033,119545.4078240105,0.6709086998904691,0.9109086998904691,0.7365268330087763,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T12:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,119389.55072081601,119717.20735622401,0.8638320283851908,1.1038320283851908,0.7825756149229527,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T12:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,119629.40208135736,120076.98439703604,1.26784584224802,1.50784584224802,0.8408325352131566,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T12:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,119877.57478983184,120449.24345974775,1.6858764184396358,1.9258764184396358,0.8753814119628452,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T12:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,119743.80234429377,120248.58479144066,1.4605455477303353,1.7005455477303353,0.8588688198794084,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T12:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,119813.10875604923,120352.54440907385,1.577287631974816,1.817287631974816,0.8679350501388732,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T12:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,119637.75347559772,120089.51148839659,1.2819132156016966,1.5219132156016966,0.8423037545507385,SL,0
2025-07-23T12:10:00+00:00,2025-07-23T12:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118734.23745,119896.7810844836,120478.0529017254,1.7182281563448156,1.9582281563448156,0.8774402261440369,SL,0
